,ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,EndgameChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes
195,Sydney  and Jeff,qm38,red,,1727,true,1H|3H,0.0,1.0,Engage,Engage, | ,2Lcube|3Lcube|4H|5Lcube|5H|6H|9H,0.0, | ,Engage,Engage,,Triple engage  | ,0.0,0.0,0.0,0.0,4.5, | 
196,Nicole and Sri,qm39,blue,3,122,true,2H,0.0,1.0,,, | ,2H|3H|5M|6M|6H,0.5, | ,Engage,Engage,13.5, | ,0.0,0.0,0.0,0.0,2.0, | 
197,Olivia and Hannah,qm39,blue,2,384,true,2H,0.0,1.0,,, | pick up cube and hold it ,1M|2M|3M|6M|7M|9H,1.0, | ,,None,, | ,0.0,0.0,0.0,0.0,4.0, | 
198,Shashwat and Neel,qm39,blue,,1599,true,5H,0.0,1.0,Engage,Engage, | ,4H|6M|7H|8Lcube|9H,0.0, | ,Engage,Engage,, | ,0.0,0.0,20.0,1.5,4.0, | 
199,darren,qm39,red,3,623,true,4M,0.0,1.0,Engage,Engage,,1M|2M|3M|5M|6M,0.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,4.0,
200,Sydney  and Jeff,qm39,red,,6863,false,8H,0.0,1.0,,None, | ,3Lcone|9H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,1.5,Really bad intake  | Funky driving and went all over the place 
201,Sayan and Arav,qm39,red,2,8726,true,2H,0.0,1.0,,, | ,3H|6M|7H,0.0,Gripper was angled too high and kept missing cones when grabbing from sub | ,,None,, | ,0.0,0.0,0.0,0.0,3.0, | 
202,rachel and blen,qm4,blue,,836,true,8H|9M,0.0,1.0,,, | ,1Lcone|4M|6M|7M|7H|8M|9H,1.0, | ,,Park,, | not enough room for robot to balance ,0.0,0.0,0.0,0.0,4.5, | 
203,,qm4,blue,,2537,true,2M,0.0,1.0,,,,1Lcube|3Lcube|5M|5H,0.0,,Engage,Engage,2.4,Fast engage,0.0,0.0,0.0,0.0,3.0,
204,Saragha and sarah,qm4,blue,2,4472,false,6H,0.0,0.0,Engage,Engage, | ,1H|2Lcube|3H|4Lcube|4H|5Lcube,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | 
205,and amogh,qm4,red,,2106,true,4H,0.0,1.0,Engage,Engage, | ,5H|6H|7H|8H,1.5, | ,,None,, | ,0.0,0.0,0.0,0.0,2.0, | M
206,Adrian and shashwat,qm4,red,2,5115,true,,0.6666666666666666,0.0,,None,Cone fell into 1L during teleop |  | Cone fell into 1L during teleop,1Lcone,0.6666666666666666,Not moving at all | Stopped moving but didnt disable | Not moving at all,,None,, |  | ,1.0,0.0,0.0,0.0,1.3333333333333333,Did nothing the whole game |  | Did nothing the whole game
207,alexander,qm4,red,3,5587,true,,0.0,1.0,,None,Very slow to getting mobile| perhaps they have a one piece auto that didnt work properly,3Lcube|9Lcone,0.0,,,None,N/A,Disabled at endgame,1.0,0.0,0.0,0.0,2.0,Control over robot seems rather lackluster
208,Shashwat ,qm40,blue,,2028,true,9H,0.0,1.0,,None,,3Lcube|7Lcube|8Lcube|9Lcube,0.0,,,Park,,,0.0,1.0,0.0,0.0,0.0,
209,Nicole and Sri,qm40,blue,3,4472,true,1H|2H,0.0,1.0,,, | ,1M|2M|3M|3H|5H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,4.0, | 
210,Owen,qm40,blue,,4561,false,4Lcube,0.0,0.0,,,,4Lcube,0.0,,,,,Good controls ,0.0,0.0,20.0,1.0,4.0,
211,Olivia and Hannah,qm40,blue,2,8592,true,6H,0.0,1.0,Engage,Engage,also threw in a cube before auto ended  | ,2H|3H|4M|5M|6M|6H|7Lcube|9Lcone,0.0, | ,Engage,Engage,8.3, | ,0.0,0.0,0.0,0.0,5.0, | 
212,Sayan and Arav,qm40,red,2,836,true,1M|2H,0.0,0.0,,, | ,2M|3M|4M|6M|7H|9M|9H,0.0, | ,Engage,Engage,, | ,0.0,0.0,30.0,0.0,4.0,Good cycling | 
213,Jeff and Sydney,qm40,red,,2377,true,4H,0.0,0.0,,None, | ,5Lcube|5H|6H|8H,0.0, | ,Engage,Engage,, | Triple engage ,0.0,0.0,0.0,0.0,4.0, | 
214,darren and Chris,qm40,red,3,4541,true,9Lcone,1.0,1.0,,, | ,1Lcube|2Lcube|3Lcube|3H|4Lcube|5Lcube,0.5, | ,Engage,Engage,,triple engaged | ,0.0,0.0,0.0,0.0,2.0, | Very smooth
215,sarah and Saragha,qm41,blue,2,1086,false,5M,0.0,0.0,Engage,Engage, | ,4M|6Lcone|6M|7M,3.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,3.0, | Missed a lot
216,Sophia T,qm41,blue,3,2421,true,2H,0.0,0.0,,,,1H|4Lcube|4M,0.0,,Engage,Engage,5.6,,0.0,0.0,0.0,0.0,0.0,
217,Rachel and Blen Shiferaw,qm41,blue,,5549,true,,0.0,0.0,,None, | ,1Lcube|8H|9Lcube|9M,1.5, | ,Engage,Engage,3.6, | ,0.0,0.0,10.0,0.5,1.0, | 
218,aarav and aarav,qm41,red,,888,true,5H,0.0,1.0,Engage,None, | ,4H|5Lcube|8H|9H,1.0, | ,Engage,Engage,,triple balance | triple balance,0.0,0.0,0.0,0.0,2.0, | 
219,alexander and Owen,qm41,red,3,6326,true,1H,0.0,1.0,,None, | ,2H|3Lcube|3H|4H|7H,0.0, | ,Engage,Engage,,Triple dock & engage | ,0.0,0.0,10.0,0.5,2.0, | 
220,Adrian Sun and Shashwat,qm41,red,2,9072,true,,0.0,0.0,,None, | ,9Lcube,0.0,Went on charge station during teleop alone | ,Engage,Engage,6.15, | ,0.0,0.0,0.0,0.0,1.5,Barely moved during the game | 
221,sarah and Saragha,qm42,blue,2,422,true,9Lcube|9H,1.0,0.0,,None, | ,2Lcone|4H|6M|6H|7M|7H|8H,1.0, | ,Engage,Dock,, | ,0.0,0.0,0.0,0.0,2.0, | 
222,Rachel and Blen Shiferaw,qm42,blue,,449,true,5H,0.0,1.0,,None,crossed to other field | ,8M|9M,0.0, | got disabled for the first part of teleop,Engage,Dock,, | ,1.0,0.0,0.0,0.0,2.0, | 
223,Owen,qm42,blue,,3126,false,,0.0,0.0,,,,1M|2M|2H|3M|5H|8H,0.0,,,,,,0.0,0.0,20.0,1.0,2.0,
224,Sophia T and Suhani,qm42,blue,3,9033,true,2H,0.0,1.0,,None, | ,1H|2Lcone|3H,0.0, | ,Engage,Dock,11.649999999999999, | ,0.0,0.5,0.0,0.0,1.0, | 
225,Amogh,qm42,red,,620,true,9Lcone,0.0,0.0,,,,3Lcone,0.0,It just disabled,,None,,,0.0,0.0,0.0,0.0,0.0,
226,alexander,qm42,red,3,3136,true,,1.0,1.0,,None,,1M|2M|2H|3M|5M|5H|8H,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,2.0,
227,Adrian Sun and Shashwat,qm42,red,2,5804,true,4H,0.0,1.0,Engage,Engage, | ,1H|3H|6H|7H|8Lcube|9Lcube|9H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,4.0, | 
228,Amogh,qm43,blue,,1418,true,1H,0.0,1.0,,,,3Lcone|3H|4Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
229,Suhani and Sophia T,qm43,blue,3,2068,true,1Lcube,0.5,1.0,,None, | ,2H,0.0,Tipped over | got knocked over by another robot,,None,, | ,0.0,0.0,0.0,0.0,1.0, | 
230,Rachel and Blen Shiferaw,qm43,blue,,2537,true,,1.0,1.0,,None, | ,5H|7H|8H|9H,0.0, | ,Engage,Engage,10.25, | ,0.0,0.0,0.0,0.0,1.5, | 
231,sarah and saragha,qm43,blue,2,5724,true,4H,0.0,0.0,Engage,Dock, | ,1H|3H|6Lcone|6H|7Lcube,1.0, | ,Engage,Engage,, | ,0.0,1.0,0.0,0.0,1.5, | 
232,alexander and Owen,qm43,red,3,116,true,9Lcone,0.5,1.0,,None,9H fell to 9L | ,1H,0.0, | Bumper came off so they stopped,,None,, | ,1.0,0.0,10.0,0.5,1.5,Bumper fell off midway through match due to collision with 2068| however they tipped 2068 over in the process | 
233,Aran,qm43,red,,611,true,,0.0,1.0,,,,3H|4M|9M,0.0,,Engage,None,,,0.0,1.0,0.0,0.0,0.0,
234,Shashwat and Adrian Sun,qm43,red,2,614,true,5H,0.0,0.0,Engage,Engage, | ,6M|8M|8H|9M,1.0, | ,Engage,Dock,8.75, | ,0.0,0.0,0.0,0.0,0.0, | 
235,sarah and Saragha,qm44,blue,2,686,true,8H,0.0,1.0,,None, | ,1H|3H|4H|7Lcone|7H|9H,0.5, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | 
236,Suhani and Sophia T,qm44,blue,3,1389,true,6H,0.0,1.0,Engage,Engage, | ,2M|2H|5M,0.0, | ,Engage,Engage,2.4,Smooth and fast endgame | ,0.0,0.0,0.0,0.0,2.5, | 
237,Rachel and Blen Shiferaw,qm44,blue,,1895,true,1Lcone,1.0,1.0,,None, | ,2Lcube|6H,0.0, | got disabled midway through ,,None,, | ,1.0,0.5,0.0,0.0,0.0, | 
238,Aran,qm44,red,,1418,true,1H,0.0,1.0,,,,3H|4Lcone|8M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
239,Shashwat and Adrian Sun,qm44,red,2,2106,true,,0.0,0.0,,, | ,3M|5M|5H|7M|8M,0.0, | ,,None,, | ,0.0,0.0,0.0,0.0,0.0, | 
240,Owen and alexander,qm44,red,,2199,false,,0.0,0.0,Engage,Engage, | ,1H|2M|2H|3H|6M,0.0, | ,,Engage,,Slow cycles | ,0.0,0.0,10.0,0.5,4.0, | Smooth and clean driving| however they can struggle to avoid defense
241,Rachel and Blen,qm45,blue,,1731,true,1H,0.0,1.0,,None, | ,2H|3H|6H|7H|8M|9M,0.0, | struggled to pick up cube from ground ,,None,, | not enough space on chargestation ,0.0,0.0,0.0,0.0,4.5,intake broke at the end | 
242,sarah and Saragha,qm45,blue,2,1908,true,9H,0.0,1.0,,None, | ,4H|5M|6M|7M|8H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.5, | 
243,Suhani and Sophia T,qm45,blue,3,4456,true,5H,0.0,1.0,Engage,Engage, | ,1M|3M,0.0,Have difficulty intaking from double substation; place cones or tilted so high chance of falling off  | struggled to intake from the single substation,Engage,Engage,2.5, | ,0.0,0.5,0.0,0.0,0.0, | 
244,alexander,qm45,red,3,1123,true,2M|2H,0.0,1.0,,None,,1Lcube|1M|1H|2Lcube|3Lcube|3M|3H|4H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,They drive really well| can pick up fallen cones| and have rapid cycles
245,Aran and Amogh,qm45,red,,3939,true,8M,0.0,1.0,,None, | ,7Lcube|8Lcube|8H|9Lcube,1.0, | ,Engage,Engage,, | ,0.0,1.0,0.0,0.0,2.0, | 
246,Shashwat and Adrian Sun,qm45,red,2,5115,true,6H,0.0,0.0,Engage,Dock, | ,6Lcone|7H|9Lcone|9H,0.0,If another robot hits them they lose the piece | ,Engage,Engage,7.2, | ,0.0,0.0,0.0,0.0,1.0, | 
247,Saragha and sarah,qm46,blue,2,1727,true,7H|9H,0.0,1.0,,None, | ,2H|3Lcube|3H|4Lcube|4H|6H|7Lcube,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,5.0, | 
248,Suhani and Sophia T,qm46,blue,3,4099,true,1H,0.0,1.0,,None, | ,,0.0,Could not intake | broken intake| played defense all match| targeted 6863,Engage,Engage,4.15, | ,0.0,0.0,80.0,2.0,4.0, | 
249,Rachel and Blen Shiferaw,qm46,blue,,8230,true,5H,0.0,1.0,Engage,Engage, | ,2Lcube|3Lcube|4Lcube|5Lcube|6Lcube,2.0, | consistantly misses shooting cubes from behind charge station ,Engage,None,, | fell of charge station ,0.0,0.0,10.0,1.0,1.0, | lacks accuracy when shooting and scoring 
250,Shashwat and Adrian Sun,qm46,red,2,122,false,5H,0.0,0.0,Engage,Engage, | ,3H|4H|6H|8H,0.0, | ,Engage,None,, | ,0.0,0.0,0.0,0.0,0.0, | 
251,Aran and Amogh,qm46,red,,401,true,1H,0.0,1.0,,None, | ,2H|3H|7H|9H,1.0, | ,,None,, | ,0.0,0.0,0.0,0.0,4.5, | 
252,alexander,qm46,red,3,6863,false,,0.0,1.0,,None,,,0.0,,Engage,Engage,16 seconds,Solo engage,0.0,0.0,100.0,4.0,4.0,Broken Intake
253,Rachel and blen,qm47,blue,,977,true,5M,0.0,0.0,Engage,None, |  | ,6Lcube|7Lcube,0.25, | cube fell out of intake multiple times  | Played defense the whole time,Engage,Engage,, |  | ,0.0,0.0,55.0,2.25,2.5, |  | 
254,Suhani and Sophia T,qm47,blue,3,2363,true,8Lcone|9Lcone,0.5,1.0,,None, | ,1H|2Lcube|3Lcube|3H|4Lcube|4H|5Lcube,0.5,Fast intake and outtake | intakes from ground,Engage,Engage,14.85, | ,0.0,0.0,10.0,1.5,4.5, | 
255,Saragha and sarah,qm47,blue,2,4541,false,1Lcone,1.0,1.0,,None, | ,7H|9H,1.0, | ,Engage,None,, | ,0.0,0.0,0.0,0.0,0.0, | 
256,Aran and Amogh,qm47,red,,1599,true,5H,0.0,0.0,,None, | ,7M|8Lcube|8H|9Lcone|9H,0.0, | ,Engage,Engage,4.65, | ,0.0,0.5,0.0,0.0,0.5, | 
257,Adrian Sun and Shashwat,qm47,red,2,8592,true,3H,0.0,1.0,,None, | ,1M|1H|4M|5M|6M|9Lcone,1.0, | ,Engage,Engage,6.8, | ,0.0,0.0,0.0,0.0,4.5, | 
258,Alexander and owen,qm47,red,3,8622,true,9Lcube,0.0,1.0,,None,Crossed center line,,0.0,,Engage,Park,,,0.0,0.0,100.0,3.0,5.0,Broken Intake| but very effective defense when head on| otherwise they struggle
259,sarah and Saragha,qm48,blue,2,1629,true,2H,0.0,1.0,,None, | ,3H|4H|6H|9Lcone,1.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | 
260,Suhani and Sophia T,qm48,blue,3,6802,false,5H,0.0,1.0,Engage,Dock, | ,1H|7Lcone|7H|9Lcone|9H,0.0, | struggles to reach high cone nodes,Engage,Engage,7.2, | ,0.0,0.0,0.0,0.0,2.5, | 
261,Rachel and Blen Shiferaw,qm48,blue,,8726,true,8H,0.0,1.0,,, | ,2Lcube|3Lcube|4Lcube|5Lcube|6Lcube|8Lcube,0.0, | ,,None,, | not enough space on charge station ,0.0,0.0,0.0,0.0,0.0, | 
262,Aran and Amogh,qm48,red,,1610,true,,1.0,0.0,Engage,Engage, | ,2Lcube|3Lcube|5Lcube|6Lcube|7Lcube|8Lcube|9Lcube,0.0, | ,,None,, | ,0.0,0.0,0.0,0.0,2.0, | 
263,alexander and Owen,qm48,red,3,2028,true,9H,0.0,1.0,,None, | ,1H|7H,0.0, | ,Engage,Engage,,Double engage | ,0.0,0.5,20.0,1.0,1.0,Very slow driving and alignments | 
264,Adrian Sun and Shashwat,qm48,red,2,7770,false,,1.5,1.0,,,Missed both cubes | ,2H|5H,0.0, | ,Engage,Engage,, | ,1.0,0.0,0.0,0.0,1.5, | 
265,Rachel and Blen Shiferaw,qm49,blue,,623,true,6M,0.0,1.0,Engage,Engage, | ,1Lcone|1M|3M|4M|5Lcone|6Lcube|7M|8Lcube|9Lcube|9M,0.0, | fast,,None,, | not enough space on charge station ,0.0,0.0,0.0,0.0,4.5, | 
266,sarah and Saragha,qm49,blue,2,1262,true,,0.0,1.0,,None, | ,3H,1.0,keep dropping cones after intaking | ,Engage,None,, | ,0.0,0.0,0.0,0.0,2.0, | 
267,Suhani  and Sophia T,qm49,blue,3,3373,true,,0.0,0.0,,None, | ,2M|5M|5H|6Lcube|8M,0.5, | struggled to reach high cube nodes| intakes cubes from ground,Engage,Dock,17.65, | ,0.0,0.5,0.0,0.0,3.5, | 
268,Shashwat and Adrian Sun,qm49,red,2,612,true,5Lcube,0.0,1.0,Engage,Engage, | ,2Lcone|4Lcube|5H,1.0, | ,Engage,Engage,5.5, | ,0.0,0.0,0.0,0.0,1.0, | Robot moved very slow
269,Amogh and Aran,qm49,red,,2377,true,2H,0.0,1.0,,None, | ,1Lcube|4Lcone|6H,1.0, | ,,None,, | ,0.0,0.0,0.0,0.0,2.0, | 
270,alexander,qm49,red,3,4472,true,8H|9H,0.0,1.0,,None,,1H|3H|4H|7Lcube|7H,0.0,,Engage,Engage,,Double Engage,0.0,0.0,0.0,0.0,4.0,
271,Sophia T and Suhani,qm5,blue,3,611,true,8H,0.0,1.0,,None, | ,2M|2H,0.0,struggled to pick up cones from the single substation | Missed 5 intake attempts,Engage,Engage,5.7, | Fast dock and engage,0.0,0.0,10.0,1.0,2.0, | 
272,Owen,qm5,blue,3,1999,false,,0.0,0.0,,,,1H|2H|3H,1.0,,Engage,Dock,4,,1.0,0.0,20.0,1.0,4.0,
273,Rachel and Blen,qm5,blue,,2421,true,2Lcube,0.5,1.0,,, | ,6Lcube|7Lcube|8Lcube,0.0, | struggled with picking up cubes from ground ,Engage,Engage,2.5, | ,0.0,0.0,0.0,0.0,2.0, | slow 
274,sarah and Saragha,qm5,blue,,3136,true,6H,0.0,1.0,Engage,Engage, | ,4H,0.5, | ,,,, | ,1.0,0.0,0.0,0.0,2.0,intake from ground takes long to lineup | Slow
275,alexander,qm5,red,3,1599,true,5H,0.0,1.0,Engage,Engage,,3H|6H|7Lcone|7H,1.0,7H missed once| got pushed into 7L,Engage,Engage,7 seconds,Two robots engaged,0.0,0.0,0.0,0.0,5.0,Very smooth and quick driving. Time to alignment could be better. 
276,Shashwat and Adrian Sun,qm5,red,2,2363,true,1Lcone|2Lcone,1.0,1.0,,None, | ,1H|2H|3Lcone|4Lcube|4H|5Lcube|6Lcube|8Lcube|9H,0.0, | ,Engage,Engage,2.55, | ,0.0,0.0,0.0,0.0,4.0, | Drove well but speed is kinda slow
277,aran and Amogh,qm5,red,,7770,false,,0.0,1.0,,, | ,7M|9Lcube,0.0, | ,,None,, | ,0.0,0.5,50.0,1.0,1.5, | 
278,saragha and sarah,qm50,blue,2,346,false,8Lcube|8H,0.0,1.0,,None, |  |  | ,1Lcube|2H|5Lcube|6Lcube|7Lcube|8Lcube,0.0, |  |  | ,Engage,Engage,, |  |  | ,0.0,0.0,0.0,0.0,0.0,Fast |  | Fast | 
279,suhani and sophia,qm50,blue,3,384,true,5H,0.0,1.0,Engage,Engage, |  |  | ,3H|4M|4H|6M|6H,0.0, | can quickly intake cones from double substation| pushed opposing alliance robot into own community |  | can quickly intake cones from double substation| pushed opposing alliance robot into own community,,None,, |  |  | ,0.0,0.0,30.0,1.5,4.5, |  |  | 
280,Rachel and blen,qm50,blue,,1111,true,1H,0.0,1.0,,None, |  |  | ,2Lcone|4Lcone|7H|9H,2.0, |  |  | ,Engage,Engage,8.200000000000001, |  |  | ,0.0,0.0,0.0,0.0,2.0, |  |  | 
281,Adrian and shashwat,qm50,red,2,836,true,1M,0.5,1.0,Engage,Engage, |  |  | ,2Lcube|2M|4M|4H|5H|6H|7H|8H,0.0, |  |  | ,Engage,Dock,1.8500000000000003, |  |  | ,0.0,0.0,0.0,0.0,4.0, |  |  | 
282,Alexander and owen,qm50,red,3,5338,true,9H,0.0,0.0,,None, |  |  | ,1Lcone|1H|2H|3H|4Lcube,0.5, |  |  | ,Engage,Engage,,Attempted triple engage |  | Attempted triple engage | ,0.0,0.0,10.0,1.0,3.0, |  |  | 
283,aran and amogh,qm50,red,,5587,true,5Lcone,0.25,0.0,,None, |  | ,,0.0,Defense | Only did defense | Only did defense,Engage,Engage,, |  | ,0.0,0.0,100.0,4.0,4.0, |  | 
284,Eckart and Neel,qm51,blue,,888,false,8H,0.0,1.0,,None,Picks up cube | ,1Lcone|5H|6Lcone|9H,0.5,Struggles to get cone from double substation | ,,Park,, | ,0.0,0.0,0.0,0.0,1.5, | 
285,Hannah  and Olivia,qm51,blue,2,2421,true,,1.0,1.0,,, | ,2H|6Lcone|7H,1.0, | ,Engage,Engage,, | ,0.0,0.5,0.0,0.0,1.5, | 
286,Nicole and Sri,qm51,blue,3,5804,true,4H,0.0,1.0,Engage,Engage, | ,1H|2H|3Lcube|3H|4Lcube|5Lcube|6H|8Lcube,0.0, | ,Engage,Engage,, | ,0.0,0.5,0.0,0.0,5.0, | 
287,Chris and Owen and darren,qm51,red,3,116,true,9H,0.0,1.0,,None, |  | ,3Lcube|3H|4H|5H|6H,0.3333333333333333, |  | ,Engage,Engage,, |  | triple engage,0.0,0.0,13.333333333333334,0.3333333333333333,1.3333333333333333, |  | 
288,Sayan and Arav,qm51,red,2,2537,false,,0.0,0.0,,,No auto | ,2H,1.0,Gripper weird (fumbled grabbing and placing) | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.5, | 
289,Rithvik and Sydney,qm51,red,,3136,true,7Lcone,0.5,0.0,Engage,Engage, | ,3Lcube|4Lcube|5Lcube,1.0, | Always drops cargo when going for mid or high - loses cargo and doesnt realize,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | 
290,Hannah  and Olivia,qm52,blue,2,1418,true,6H,0.0,1.0,Engage,Engage, | ,1H|2H|5H|8H,0.0,lost sponsorship panel on field  | ,Engage,Engage,6.65, | ,0.0,0.5,0.0,0.0,0.0, | 
291,Eckart and Neel,qm52,blue,,4456,false,,0.0,0.0,,None,Forgot to do  | ,3H|4H|7H,0.0, | ,,Park,, | ,0.0,0.5,0.0,0.0,2.0,Struggles lining up | 
292,Sri and Nicole,qm52,blue,3,9072,true,,0.0,1.0,,, | ,1Lcube|2Lcube,1.0, | ,Engage,Engage,, | ,0.0,0.0,20.0,1.0,1.5, | 
293,darren and Chris,qm52,red,3,620,true,,0.5,1.0,Engage,Engage, | ,2Lcube|3Lcone,0.0, | ,Engage,None,, | ,0.0,0.0,10.0,0.0,1.0, | 
294,Sayan and Arav,qm52,red,2,1731,false,1Lcube|1H|2H,0.0,1.0,,None, | ,2H|3H|4H|5H|6Lcube|6H|7H|9H,0.0,W high | ,,None,, | ,0.0,0.0,0.0,0.0,4.0, | 
295,Sydney and Rithvik,qm52,red,,6326,true,9Lcone,0.0,1.0,,None, | ,7Lcube|8Lcube|8H,0.0, | ,Engage,None,,Fell over while attempting triple engage  | tipped over at charge station,1.0,0.0,0.0,0.0,1.0, | 
296,Hannah and Olivia,qm53,blue,2,422,true,8H|9H,0.0,1.0,,, | ,3M|3H|4H|5H|6M|6H|7H,0.0,got themselves out of beach  | got stuck on charging station for a little ,,None,, | ,0.0,0.0,0.0,0.0,4.5, | 
297,Nicole and Sri,qm53,blue,3,1895,true,1H,0.0,1.0,,, | ,1Lcube|2H|3Lcone,2.5, | ,Engage,Engage,, | ,0.0,0.5,0.0,0.0,0.0, | 
298,Neel and Eckart,qm53,blue,,8230,true,4Lcube,0.0,1.0,Engage,Engage, | ,7Lcube|9Lcube,0.5, | Classic koibots strat,Engage,Engage,, | Balanced right at the end,0.0,0.0,0.0,0.0,4.0, | 
299,Rithvik and Sydney,qm53,red,,611,true,2H,0.0,1.0,,None, | ,7H,0.0, | ,,None,, | ,1.0,0.0,0.0,0.0,2.5, | 
300,Sayan and Arav,qm53,red,2,686,true,8H,0.5,1.0,,None, | ,1H|3H|4Lcone|4H|5H|9H,1.0, | ,,None,, | ,0.0,0.0,0.0,0.0,4.5, | 
301,darren and Chris,qm53,red,3,1086,true,2H,0.0,1.0,,, | ,1Lcone|1M|2Lcube|3Lcone|3M,1.5, | ,,None,, | ,0.0,0.0,0.0,0.0,1.0, | 
302,Nicole and Sri,qm54,blue,3,4541,true,5H,0.0,0.0,Engage,Engage, | ,1Lcone|1H|2Lcone|2H,1.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,1.5, | 
303,Hannah and Olivia,qm54,blue,2,5549,true,,0.5,1.0,,,didnt see if they scored  | did not let go of cone ,1M|6M|7M,0.0, | dropped cone ,,None,,not sure if they disabled or just parked at the end  | ,1.0,0.0,0.0,0.0,0.5, | 
304,Neel and Eckart,qm54,blue,,8592,true,7H|8M,0.0,1.0,,None, | ,3H|4H|6H|7Lcube|8H|9M|9H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,5.0, | 
305,Sayan and Arav,qm54,red,2,977,false,2M,0.0,1.0,,None, | ,2Lcube|3Lcone|7Lcube,1.0,Put a cube onto the metal low section dividers | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,1.5,Mostly low scoring| some mid | 
306,Rithvik and Sydney,qm54,red,,1908,true,5H,0.0,0.0,Engage,Engage, | ,1H|2Lcube|3Lcube,0.5, | ,Engage,Park,, | ,0.0,0.5,0.0,0.0,2.0, | 
307,darren and Chris,qm54,red,3,9033,true,8H,0.0,1.0,,, | ,1H|2H|3H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,0.5, | 
308,Neel and Eckart,qm55,blue,,2363,true,7Lcone|8Lcone|9Lcone,0.0,1.0,,None, | ,1Lcube|1H|2Lcube|3Lcube|6H|7H|8H,0.0, | ,,None,, | ,0.0,0.0,0.0,0.0,4.5, | 
309,Nicole and Sri,qm55,blue,3,6802,true,5H,0.0,0.0,Engage,Engage, | ,3H|4Lcone|6Lcone|9H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | 
310,Hannah and Olivia,qm55,blue,2,6863,true,2H,0.0,1.0,,, | ,,0.0, | intake broke,Engage,Engage,11.350000000000001, | ,0.0,0.0,90.0,3.5,1.5, | 
311,Sayan and Arav,qm55,red,2,122,true,2H,0.0,1.0,,, | Failed two game piece auto,2M|6Lcube,0.0, | ,Engage,Engage,,Fell off at end | ,0.0,0.5,0.0,0.0,3.0, | 
312,Rithvik and Sydney,qm55,red,,1629,true,5H,0.0,1.0,Engage,Engage, | ,7H|8H|9M,0.0, | ,Engage,Engage,,other two teammates fell off charge station | ,0.0,0.0,20.0,1.0,3.0, | Bad against defense 
313,darren and Chris,qm55,red,3,5724,true,9H,0.0,1.0,,None, | ,1H|3Lcone|3H|4H|6H,0.0, | ,Engage,None,,tipped when trying to engage | ,0.0,0.5,0.0,0.0,0.0, | 
314,sarah and Saragha,qm6,blue,2,401,true,8H|9H,0.5,1.0,,None,missed cone pickup | ,2Lcube|2M|3H|4M|6M|6H|7Lcube|7M|7H,0.0, | ,,Park,, | ,0.0,0.0,0.0,0.0,4.0, | 
315,Rachel and Blen Shiferaw,qm6,blue,,5549,false,,0.0,1.0,,, | ,5Lcube|5M|5H|8Lcube|8M,0.0, | ,Engage,Engage,5.1, | ,0.0,0.0,0.0,0.0,2.5, | 
316,Suhani and Sophia T,qm6,blue,3,5804,false,4H,0.0,1.0,Engage,Engage, | ,1M|1H|2Lcube|3Lcube|3M|4Lcube|6Lcube|9Lcube,0.0,Able to move cube from one hybrid node to another | mostly picked up cubes from ground| scored low,Engage,Engage,,Fast dock and engage | ,0.0,0.0,0.0,0.0,4.5, | 
317,alexander and owen,qm6,red,3,2028,true,9H,0.0,1.0,,None, | ,2H|3H,0.0,Moved 3L to 2HStruggles to pick up cubes | ,Engage,Engage,,Very quick at engaging | ,0.0,0.0,10.0,0.5,4.0,Smooth driving and fast alignments | 
318,Shashwat  and Adrian Sun,qm6,red,2,2199,true,7Lcone,0.0,0.0,Engage,Engage, | ,1Lcone|7H|8Lcone|9Lcone,1.0, | ,,None,, | ,0.0,0.0,0.0,0.0,3.5, | 
